"full_name","e","q","i","om","w","ad","per_y","class","n_obs_used","A1","A2","A3","DT","spkid","prefix","neo","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","a","ma","n","tp","per","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","A1_sigma","A2_sigma","A3_sigma","DT_sigma"
"     C/2011 A3 (Gibbs)",0.9980,2.345,26.07,124.90,141.16,2335.35,4e+04,COM,1747,8.0e-08,4.8e-08,-5.1e-09,,1003119,C,,9.9,12.2,8.5,5.,0.03,,,,,,"JPL 62",2455749.5,55749,2011-07-07.0,J2000,1169,360.00,2.466e-05,2455911.59,1.46e+07,1.38,539,1.53,1.71,5.8e-06,3.4e+00,2.5e-06,1.4e-05,8.0e-05,1.2e-04,1.7e-05,6.7e+00,1.1e-07,2.8e-04,6.3e+04,.53514,6.2e-09,7.4e-09,1.7e-09,
"     C/2011 C1 (McNaught)",0.9974,0.883,16.83,192.44,84.47,687.42,6.38e+03,COM,613,,,,,1003120,C,,12.7,16.5,17.5,5.,0.03,,,,,,"JPL 34",2455666.5,55666,2011-04-15.0,J2000,344.2,360.00,0.0001544,2455669.50,2.33e+06,0.184,71.5,0.721,1.13,2.9e-06,3.9e-01,3.4e-07,2.3e-05,7.6e-05,7.2e-05,7.9e-07,7.9e-01,2.6e-07,2.8e-05,4.0e+03,.5955,,,,
"     P/2011 C2 (Gibbs)",0.2685,5.389,10.91,12.20,160.56,9.34,20,JFc,184,,,,,1003121,P,,7.1,12.9,12.75,5.,0.03,,,,,,"JPL 28",2455845.5,55845,2011-10-11.0,J2000,7.366,355.62,0.0493,2455934.41,7.3e+03,4.4,1.71e+03,0.0473,2.96,1.8e-05,2.1e-04,2.1e-05,4.7e-05,1.6e-04,6.8e-04,3.4e-04,2.7e-04,2.2e-06,7.7e-03,3.2e-01,.48736,,,,
"     C/2011 C3 (Gibbs)",0.9953,1.517,49.38,20.89,206.81,640.47,5.75e+03,COM,80,,,,,1003122,C,,14.1,18.6,22.75,5.,0.03,,,,,,"JPL 13",2455636.5,55636,2011-03-16.0,J2000,321,360.00,0.0001714,2455659.03,2.1e+06,0.57,222,2.36,1.01,6.6e-05,4.5e+00,1.3e-05,6.1e-04,4.4e-04,2.7e-04,8.1e-05,9.0e+00,3.6e-06,4.4e-04,4.4e+04,.55835,,,,
"     C/2011 F1 (LINEAR)",1.0000,1.819,56.61,85.12,192.56,,,HYP,4591,5.7e-08,-2.5e-08,-1.4e-09,,1003123,C,,10.3,,4.5,,,,,,,,"JPL 89",2456003.5,56003,2012-03-17.0,J2000,-4.276e+04,-0.00,1.115e-07,2456300.54,,0.816,318,3.43,0.922,1.3e-06,1.3e+03,1.6e-06,6.3e-06,2.0e-05,6.4e-05,1.5e-06,,5.2e-09,1.5e-04,,.50575,1.1e-09,1.0e-09,3.1e-10,
"     P/2011 FR143 (Lemmon)",0.4530,3.735,16.01,191.02,349.92,9.92,17.8,JFc,63,,,,,1003184,P,,14.7,,4.5,,,,,,,,"JPL 8",2455779.5,55779,2011-08-06.0,J2000,6.83,8.20,0.05522,2455631.10,6.52e+03,2.74,1.07e+03,1.32,2.73,3.1e-05,3.7e-04,6.4e-05,7.3e-05,1.1e-04,4.2e-03,1.5e-03,5.4e-04,4.5e-06,2.5e-02,5.3e-01,.43746,,,,
"     C/2011 G1 (McNaught)",1.0010,2.155,162.23,152.59,354.55,,,HYP,487,,,,,1003124,C,,14.4,,5.,,,,,,,,"JPL 32",2455885.5,55885,2011-11-20.0,J2000,-2155,0.00,9.854e-06,2455820.91,,1.16,453,1.6,-1.73,3.4e-06,7.4e+00,8.1e-07,1.8e-05,5.5e-05,6.7e-05,3.3e-06,,5.1e-08,1.9e-04,,.76838,,,,
"     C/2011 J2 (LINEAR)",1.0005,3.443,122.80,163.95,85.30,,,HYP,6434,,,,,1003126,C,,7.7,10.3,7.5,5.,0.03,,,,,,"JPL 140",2456679.5,56679,2014-01-22.0,J2000,-6825,0.00,1.748e-06,2456651.81,,3,1.17e+03,0.551,-1.26,6.8e-07,9.1e+00,2.9e-07,5.8e-06,5.5e-06,1.1e-05,9.7e-08,,3.5e-09,7.5e-05,,.53186,,,,
"     C/2011 J2-B (LINEAR)",1.0013,3.443,122.80,163.94,85.27,,,HYP,343,,,,,1003340,C,,6.9,13.9,14.5,5.,0.03,,,,,,"JPL 4",2456936.5,56936,2014-10-06.0,J2000,-2587,0.00,7.49e-06,2456651.75,,3,1.17e+03,0.55,,9.9e-05,1.9e+02,1.1e-04,5.5e-04,6.8e-04,3.2e-03,2.4e-04,,8.4e-07,1.6e-02,,.73153,,,,
"     C/2011 J2-C (LINEAR)",1.0000,3.443,122.79,163.95,85.27,,,PAR,18,,,,,1003350,C,,,13.7,,5.,0.03,,,,,,"JPL 4",2456958.5,56958,2014-10-28.0,J2000,,,,2456651.69,,3,1.17e+03,0.549,-1.25,6.1e-04,,4.5e-04,1.7e-03,2.1e-03,1.4e-02,,,,8.2e-02,,.63044,,,,
"     C/2011 J3 (LINEAR)",0.9258,1.451,114.71,21.51,27.84,37.68,86.5,HTC,83,,,,,1003127,C,,16.2,,4.5,,,,,,,,"JPL 12",2455711.5,55711,2011-05-30.0,J2000,19.56,1.43,0.01139,2455585.89,3.16e+04,0.517,201,2.35,-0.347,2.3e-04,6.4e-02,2.7e-04,6.2e-04,1.4e-03,1.6e-02,7.2e-03,1.2e-01,5.6e-05,1.7e-02,1.5e+02,.6674,,,,
"     P/2011 JB15 (Spacewatch-Boattini)",0.3187,5.019,19.14,153.77,110.93,9.71,20,JFc,120,,,,,1003128,P,,6.9,12.2,13.,5.,0.03,,,,,,"JPL 15",2455721.5,55721,2011-06-09.0,J2000,7.367,348.83,0.04929,2455948.17,7.3e+03,4.06,1.58e+03,0.742,2.84,2.1e-05,2.7e-04,3.1e-05,2.5e-05,3.5e-04,1.6e-03,1.4e-03,3.5e-04,2.7e-06,1.6e-02,4.0e-01,.67482,,,,
"     C/2011 K1 (Schwartz-Holvorcem)",1.0070,3.377,122.62,70.74,167.10,,,HYP,114,,,,,1003129,C,,11.7,14.2,10.,5.,0.03,,,,,,"JPL 9",2455715.5,55715,2011-06-03.0,J2000,-480.5,0.00,9.359e-05,2455673.43,,2.38,925,1.92,-1.18,6.4e-03,4.4e+02,1.9e-03,4.8e-02,3.7e-03,1.9e-02,5.4e-03,,1.3e-04,1.2e-01,,.53468,,,,
"     C/2011 KP36 (Spacewatch)",0.8729,4.883,18.99,173.40,180.59,71.94,238,JFc,3711,,,,,1003189,C,,7.5,9.5,7.,5.,0.03,55.100,,0.101,,,"JPL 109",2457561.5,57561,2016-06-22.0,J2000,38.41,0.11,0.00414,2457535.37,8.7e+04,3.88,1.51e+03,0.0793,2.64,7.8e-07,2.4e-04,5.0e-07,6.6e-06,1.8e-05,2.2e-05,1.1e-06,4.5e-04,3.8e-08,1.5e-04,8.1e-01,.40916,,,,
"     C/2011 L1 (McNaught)",0.7968,2.242,65.51,252.36,294.47,19.83,36.7,HTC,140,,,,,1003130,C,,10.4,14.2,12.5,5.,0.03,,,,,,"JPL 15",2455734.5,55734,2011-06-22.0,J2000,11.04,4.99,0.02689,2455548.80,1.34e+04,1.61,627,0.548,1.2,7.7e-05,4.2e-03,6.0e-05,1.3e-03,2.3e-04,2.4e-03,2.9e-03,7.5e-03,1.5e-05,4.5e-03,7.6e+00,.8396,,,,
"     C/2011 L2 (McNaught)",1.0018,1.943,104.26,131.35,257.03,,,HYP,57,,,,,1003131,C,,11.8,17.3,13.,5.,0.03,,,,,,"JPL 15",2455812.5,55812,2011-09-08.0,J2000,-1096,-0.00,2.715e-05,2455866.77,,1.5,582,0.132,,2.4e-05,1.5e+01,1.5e-05,8.6e-05,7.2e-05,9.2e-04,3.0e-05,,5.5e-07,2.0e-03,,.5865,,,,
"     C/2011 L3 (McNaught)",1.0001,1.924,87.11,307.76,27.73,,,HYP,798,,,,,1003132,C,,14.7,,4.5,,,,,,,,"JPL 25",2455778.5,55778,2011-08-05.0,J2000,-1.892e+04,-0.00,3.787e-07,2455784.00,,0.986,384,2.99,,2.2e-05,4.2e+03,5.1e-06,2.2e-04,8.7e-05,2.3e-04,6.9e-07,,1.2e-07,5.4e-04,,.79245,,,,
"     C/2011 L4 (PANSTARRS)",1.0000,0.302,84.21,65.67,333.65,,,HYP,5413,,,,,1003133,C,,7.8,,6.5,,,,,,,,"JPL 137",2456365.5,56365,2013-03-14.0,J2000,-9203,0.00,1.116e-06,2456361.67,,0.66,257,0.167,,1.3e-07,3.7e+01,1.5e-07,7.2e-06,6.8e-06,5.7e-06,2.5e-08,,6.7e-09,1.9e-05,,.5211,,,,
"     C/2011 L6 (Boattini)",1.0037,6.788,171.46,214.48,331.60,,,HYP,56,,,,,1003134,C,,13.2,,4.5,,,,,,,,"JPL 8",2455793.5,55793,2011-08-20.0,J2000,-1816,0.00,1.274e-05,2455584.29,,5.78,2.25e+03,1.48,,1.2e-04,5.7e+01,2.1e-04,2.3e-04,4.1e-04,6.7e-03,1.3e-04,,6.0e-07,7.9e-02,,.4889,,,,
"     C/2011 M1 (LINEAR)",1.0027,0.896,70.18,324.80,119.57,,,HYP,109,,,,,1003135,C,,12.3,17.8,18.25,5.,0.03,,,,,,"JPL 8",2455744.5,55744,2011-07-02.0,J2000,-335,-0.01,0.0001608,2455812.07,,0.178,69.1,0.696,0.403,6.2e-04,7.8e+01,2.5e-04,3.9e-04,5.2e-03,2.6e-02,3.8e-03,,5.6e-05,1.6e-02,,.8404,,,,
"     P/2011 N1 (ASH)",0.5459,2.858,35.67,77.69,331.06,9.73,15.8,JFc,269,,,,,1003136,P,,12.8,,5.25,,,,,,,,"JPL 32",2455925.5,55925,2011-12-30.0,J2000,6.294,350.43,0.06242,2456078.79,5.77e+03,1.91,744,1.91,2.32,5.8e-06,8.3e-05,1.7e-06,2.9e-05,5.4e-05,2.3e-04,1.5e-04,1.3e-04,1.2e-06,1.2e-03,1.1e-01,.56671,,,,
"     C/2011 N2 (McNaught)",0.9997,2.563,33.68,274.02,357.04,17278.31,8.03e+05,COM,46,,,,,1003137,C,,7.1,14.6,21.25,5.,0.03,,,,,,"JPL 10",2455767.5,55767,2011-07-25.0,J2000,8640,360.00,1.227e-06,2455853.24,2.93e+08,1.55,602,2.57,1.65,3.7e-04,1.1e+04,1.5e-04,1.3e-03,2.0e-03,4.7e-03,2.0e-04,2.1e+04,2.3e-06,1.3e-02,5.5e+08,.32657,,,,
"     C/2011 N3 (SOHO)",1.0003,0.005,144.44,6.43,85.05,,,HYP,114,,,,,1003589,C,,,,,,,,,,,,"JPL 2",2455747.5,55747,2011-07-05.0,J2000,-19.58,-0.01,0.01138,2455748.50,,0.555,216,2.99,,1.9e-03,1.4e+02,2.2e-04,4.7e-01,1.6e+00,1.9e+00,1.2e-01,,1.2e-01,2.4e-03,,.073735,,,,
"     C/2011 O1 (LINEAR)",0.9968,3.891,76.50,89.82,232.38,2415.90,4.21e+04,COM,281,,,,,1003142,C,,7.5,11.2,9.5,5.,0.03,,,,,,"JPL 58",2456169.5,56169,2012-08-30.0,J2000,1210,0.00,2.342e-05,2456157.97,1.54e+07,3.19,1.24e+03,0.381,0.575,7.2e-06,2.7e+00,2.8e-06,2.3e-05,2.4e-05,5.8e-05,9.0e-07,5.4e+00,7.8e-08,4.0e-04,5.1e+04,.47131,,,,
"     P/2011 P1 (McNaught)",0.3669,4.952,6.31,10.08,342.12,10.69,21.9,JFc,156,,,,,1003139,P,,6.8,12.3,11.5,5.,0.03,,,,,,"JPL 25",2455793.5,55793,2011-08-20.0,J2000,7.822,17.65,0.04505,2455401.67,7.99e+03,3.95,1.54e+03,0.00186,2.93,3.6e-05,3.7e-04,6.3e-05,1.5e-04,6.6e-04,5.7e-03,1.4e-03,5.0e-04,3.2e-06,4.8e-02,5.6e-01,.66168,,,,
"     C/2011 P2 (PANSTARRS)",0.3698,6.148,8.99,204.02,76.38,13.36,30.5,CTc,58,,,,,1003141,C,,6.7,12.4,12.,5.,0.03,,,,,,"JPL 12",2455966.5,55966,2012-02-09.0,J2000,9.756,16.61,0.03234,2455453.01,1.11e+04,5.15,2e+03,1.17,3.05,4.4e-05,9.0e-04,1.8e-04,5.6e-05,6.3e-04,6.1e-03,4.6e-03,1.2e-03,4.5e-06,7.3e-02,1.5e+00,.43443,,,,
"     C/2011 Q1 (PANSTARRS)",0.9979,6.780,94.86,142.24,135.93,6489.59,1.85e+05,COM,59,,,,,1003143,C,,7.5,11.3,10.,5.,0.03,,,,,,"JPL 13",2455825.5,55825,2011-09-21.0,J2000,3248,0.00,5.324e-06,2455741.95,6.76e+07,6.02,2.34e+03,2.63,-0.272,1.0e-04,1.6e+02,9.3e-05,3.9e-04,3.0e-04,5.9e-03,3.3e-05,3.2e+02,4.0e-07,7.3e-02,5.1e+06,.38983,,,,
"     C/2011 Q2 (McNaught)",1.0001,1.350,36.87,287.37,34.63,,,HYP,106,,,,,1003144,C,,4.7,12.9,23.25,5.,0.03,,,,,,"JPL 12",2455820.5,55820,2011-09-16.0,J2000,-1.8e+04,-0.00,4.08e-07,2455946.29,,0.416,162,1.42,,3.1e-05,7.5e+03,4.5e-06,2.6e-04,4.1e-04,1.0e-03,3.2e-05,,2.5e-07,1.7e-03,,.47239,,,,
"     C/2011 Q4 (SWAN)",0.9742,1.112,147.84,252.09,1.88,84.97,282,COM,168,,,,,1003149,C,,11.7,16.2,9.25,5.,0.03,,,,,,"JPL 7",2455870.5,55870,2011-11-05.0,J2000,43.04,0.16,0.003491,2455825.58,1.03e+05,0.0987,38.4,2.16,-0.979,5.5e-06,9.3e-03,5.5e-06,4.3e-05,2.8e-04,1.6e-04,5.1e-05,1.8e-02,1.1e-06,1.8e-04,3.4e+01,.69339,,,,
"     C/2011 R1 (McNaught)",1.0007,2.080,116.20,221.41,308.86,,,HYP,1454,,,,,1003146,C,,9.9,,6.,,,,,,,,"JPL 76",2456224.5,56224,2012-10-24.0,J2000,-2806,0.00,6.632e-06,2456220.12,,1.31,511,1.94,,1.3e-06,5.1e+00,3.1e-07,2.6e-05,1.3e-05,1.8e-05,7.9e-08,,1.8e-08,9.4e-05,,.65441,,,,
"     P/2011 S1 (Gibbs)",0.2032,6.894,2.68,218.90,193.37,10.41,25.4,CTc,148,,,,,1003150,P,,7.1,11.5,11.,5.,0.03,,,,,,"JPL 37",2456448.5,56448,2013-06-05.0,J2000,8.652,342.76,0.03873,2456893.53,9.29e+03,5.9,2.3e+03,1.88,3.12,4.3e-06,5.1e-05,4.8e-06,3.9e-05,5.6e-04,6.5e-04,2.7e-04,6.1e-05,3.4e-07,5.7e-03,8.2e-02,.54211,,,,
"     C/2011 S2 (Kowalski)",0.9316,1.115,17.57,288.07,192.19,31.50,65.8,HTC,343,,,,,1003152,C,Y,15.6,,4.5,,,,,,,,"JPL 17",2455857.5,55857,2011-10-23.0,J2000,16.31,359.95,0.01497,2455860.85,2.41e+04,0.138,53.6,1.05,1.55,2.3e-05,5.7e-03,6.7e-06,6.3e-05,3.9e-04,4.1e-04,2.0e-05,1.1e-02,7.8e-06,4.2e-04,1.3e+01,.67406,,,,
"     C/2011 U3 (PANSTARRS)",1.0004,1.071,116.78,228.38,287.82,,,HYP,60,,,,,1003156,C,,11.8,,14.5,,,,,,,,"JPL 8",2455873.5,55873,2011-11-08.0,J2000,-2385,-0.00,8.462e-06,2456082.40,,0.469,183,1.19,-0.572,1.1e-04,6.0e+02,4.1e-04,8.3e-03,6.8e-05,1.8e-02,6.7e-04,,3.2e-06,1.1e-02,,.44351,,,,
"     P/2011 UA134 (Spacewatch-PANSTARRS)",0.6323,2.052,10.54,40.64,32.35,9.11,13.2,JFc,147,,,,,1003157,P,,8.4,17.6,33.,5.,0.03,,,,,,"JPL 16",2456295.5,56295,2013-01-03.0,J2000,5.581,29.36,0.07476,2455902.74,4.82e+03,1.07,418,0.215,2.51,7.8e-07,6.4e-07,4.5e-06,5.5e-05,1.4e-04,1.6e-03,2.8e-04,1.1e-06,1.3e-08,3.9e-03,8.3e-04,.66458,,,,
"     C/2011 UF305 (LINEAR)",1.0007,2.138,93.96,297.44,121.99,,,HYP,2274,,,,,1003165,C,,6.6,12.0,15.5,5.,0.03,,,,,,"JPL 64",2456194.5,56194,2012-09-24.0,J2000,-3172,0.00,5.517e-06,2456130.67,,1.49,581,1.74,-0.121,1.5e-06,6.9e+00,4.0e-07,1.3e-05,6.8e-06,2.4e-05,1.1e-06,,1.8e-08,7.5e-05,,.50902,,,,
"     P/2011 V1 (Boattini)",0.5553,1.709,7.40,60.08,259.54,5.98,7.54,JFc,26,,,,,1003158,P,,17.7,,4.5,,,,,,,,"JPL 6",2455866.5,55866,2011-11-01.0,J2000,3.844,22.63,0.1308,2455693.42,2.75e+03,0.715,278,0.498,2.77,1.0e-03,7.2e-03,6.7e-04,9.0e-03,2.3e-02,3.5e-02,5.2e-02,1.1e-02,3.7e-04,1.1e-01,7.8e+00,.38448,,,,
"     P/2011 W1 (PANSTARRS)",0.2887,3.312,3.72,161.88,282.47,6.00,10,JFc,171,,,,,1003159,P,,7.3,14.4,19.,5.,0.03,,,,,,"JPL 17",2455934.5,55934,2012-01-08.0,J2000,4.656,358.57,0.0981,2455949.04,3.67e+03,2.33,907,0.183,2.92,1.1e-05,1.0e-04,2.6e-05,2.5e-05,1.5e-03,3.4e-03,1.5e-03,1.3e-04,3.2e-06,1.6e-02,1.2e-01,.60072,,,,
"     C/2011 W3 (Lovejoy)",0.9999,0.006,134.36,326.37,53.51,157.36,698,COM,123,,,,,1003162,C,,15.3,20.6,9.3,5.,0.03,,,,,,"JPL 58",2455901.5,55901,2011-12-06.0,J2000,78.68,359.99,0.001412,2455911.51,2.55e+05,0.49,191,,0.002,2.2e-07,2.5e-01,1.1e-07,1.8e-03,4.2e-03,3.1e-03,6.7e-05,5.0e-01,6.7e-06,6.2e-05,1.2e+03,.63468,,,,
"     P/2011 Y2 (Boattini)",0.7129,1.787,6.35,310.02,131.19,10.66,15.5,JFc,92,,,,,1003163,P,,13.6,,16.25,,,,,,,,"JPL 9",2455923.5,55923,2011-12-28.0,J2000,6.225,354.63,0.06346,2456008.20,5.67e+03,0.81,315,0.142,2.36,3.7e-05,8.2e-04,9.5e-06,3.3e-05,1.0e-03,9.8e-04,1.1e-03,1.4e-03,1.3e-05,7.6e-04,1.1e+00,.45649,,,,
"     C/2011 Y3 (Boattini)",0.7049,3.498,26.52,84.80,340.68,20.21,40.8,JFc,54,,,,,1003164,C,,11.7,15.0,10.,5.,0.03,,,,,,"JPL 7",2455927.5,55927,2012-01-01.0,J2000,11.85,3.17,0.02415,2455796.44,1.49e+04,2.52,982,1.49,2.35,4.7e-04,1.7e-02,8.7e-04,7.5e-03,1.1e-03,9.2e-02,4.7e-03,2.8e-02,5.1e-05,4.4e-01,3.1e+01,.61928,,,,
"     C/2012 A1 (PANSTARRS)",1.0012,7.604,120.90,277.97,191.76,,,HYP,322,,,,,1003166,C,,10.1,,5.25,,,,,,,,"JPL 57",2456287.5,56287,2012-12-26.0,J2000,-6364,-0.00,1.941e-06,2456626.14,,6.64,2.58e+03,2.51,,2.2e-05,1.2e+02,2.4e-05,4.3e-05,2.1e-05,2.2e-04,1.8e-05,,5.4e-08,3.6e-03,,.64987,,,,
"     C/2012 A2 (LINEAR)",0.9964,3.537,125.87,191.40,101.67,1955.07,3.06e+04,COM,2643,,,,,1003167,C,,10.6,,5.5,,,,,,,,"JPL 94",2456263.5,56263,2012-12-02.0,J2000,979.3,0.00,3.216e-05,2456236.60,1.12e+07,3,1.17e+03,0.727,-1.36,2.1e-06,5.8e-01,1.0e-06,7.7e-06,1.1e-05,3.0e-05,7.7e-07,1.2e+00,2.9e-08,1.7e-04,1.0e+04,.53248,,,,
"     P/2012 B1 (PANSTARRS)",0.4105,3.825,7.63,36.19,162.18,9.15,16.5,JFc,1189,,,,,1003168,P,,6.4,11.3,12.75,5.,0.03,,,,,,"JPL 75",2456328.5,56328,2013-02-05.0,J2000,6.489,349.97,0.05963,2456496.64,6.04e+03,2.82,1.1e+03,0.628,2.82,1.1e-07,6.1e-07,6.4e-07,1.1e-05,8.2e-05,9.5e-05,2.0e-05,8.6e-07,8.4e-09,3.3e-04,8.5e-04,.52888,,,,
"     C/2012 B3 (La Sagra)",1.0012,3.537,106.93,253.00,50.73,,,HYP,295,,,,,1003170,C,,13.4,,4.5,,,,,,,,"JPL 24",2456018.5,56018,2012-04-01.0,J2000,-2989,0.00,6.033e-06,2455902.33,,2.81,1.09e+03,0.924,,3.9e-05,9.9e+01,1.7e-05,3.4e-05,1.9e-04,7.8e-04,3.5e-05,,3.0e-07,3.6e-03,,.59367,,,,
"     C/2012 BJ98 (Lemmon)",0.8736,2.157,2.64,124.03,72.97,31.98,70.5,JFc,155,,,,,1003175,C,,8.0,14.8,19.25,5.,0.03,,,,,,"JPL 19",2456027.5,56027,2012-04-10.0,J2000,17.07,357.72,0.01398,2456190.94,2.58e+04,1.16,450,0.0532,2.06,2.8e-05,3.8e-03,4.6e-06,1.0e-04,5.8e-04,6.6e-04,7.7e-04,7.1e-03,4.6e-06,1.3e-03,8.5e+00,.56883,,,,
"     C/2012 C1 (McNaught)",0.9962,4.838,96.28,300.64,279.89,2545.38,4.55e+04,COM,219,,,,,1003171,C,,6.7,11.2,11.25,5.,0.03,,,,,,"JPL 46",2456236.5,56236,2012-11-05.0,J2000,1275,360.00,2.165e-05,2456328.02,1.66e+07,4.56,1.77e+03,2.24,-0.294,1.3e-05,4.3e+00,9.9e-06,2.2e-05,4.5e-05,1.9e-04,1.0e-05,8.6e+00,1.1e-07,1.7e-03,8.4e+04,.44869,,,,
"     C/2012 C2 (Bruenjes)",1.0031,0.802,162.79,118.00,62.66,,,HYP,245,,,,,1003172,C,,16.6,19.6,37.75,5.,0.03,,,,,,"JPL 10",2455974.5,55974,2012-02-17.0,J2000,-260.7,-0.01,0.0002342,2455999.14,,0.0523,20.3,0.42,,8.9e-04,7.6e+01,3.0e-04,2.8e-03,5.8e-03,4.5e-02,2.5e-03,,1.0e-04,2.6e-02,,.78241,,,,
"     P/2012 C3 (PANSTARRS)",0.6265,3.625,9.19,135.44,344.85,15.79,30.2,JFc,20,,,,,1003174,P,,13.5,15.9,10.,5.,0.03,,,,,,"JPL 7",2455974.5,55974,2012-02-17.0,J2000,9.706,4.39,0.03259,2455839.92,1.1e+04,2.64,1.03e+03,0.677,2.64,9.7e-04,2.6e-02,8.1e-04,2.0e-02,1.5e-02,3.3e-01,4.2e-02,4.3e-02,1.3e-04,1.8e+00,4.5e+01,.36119,,,,
"     C/2012 CH17 (MOSS)",1.0000,1.296,27.74,125.98,137.99,219314.27,3.63e+07,COM,627,,,,,1003173,C,,14.0,,4.5,,,,,,,,"JPL 30",2456023.5,56023,2012-04-06.0,J2000,1.097e+05,360.00,2.714e-08,2456198.72,1.33e+10,0.379,147,0.639,1.25,9.1e-06,8.5e+04,4.5e-06,6.6e-05,1.3e-04,1.2e-04,5.5e-06,1.7e+05,3.1e-08,9.2e-04,1.5e+10,.70742,,,,
"     C/2012 E1 (Hill)",0.9980,7.503,122.54,286.32,48.89,7543.92,2.32e+05,COM,98,,,,,1003176,C,,6.9,10.9,9.75,5.,0.03,,,,,,"JPL 15",2456043.5,56043,2012-04-26.0,J2000,3776,0.00,4.248e-06,2455746.55,8.47e+07,6.72,2.61e+03,3.29,-1.82,4.9e-05,9.3e+01,7.1e-05,8.6e-05,2.4e-04,1.4e-03,4.7e-05,1.9e+02,1.6e-07,2.0e-02,3.1e+06,.55538,,,,
"     C/2012 E2 (SWAN)",1.0005,0.007,144.43,6.58,82.41,,,HYP,43,,,,,1003178,C,,,,,,,,,,,,"JPL 5",2455999.5,55999,2012-03-13.0,J2000,-14.17,-0.04,0.01848,2456001.53,,0.543,211,2.98,,1.4e-03,4.1e+01,1.1e-03,6.0e-01,3.0e+00,2.5e+00,1.6e-01,,8.0e-02,2.2e-02,,.50829,,,,
"     C/2012 E3 (PANSTARRS)",0.9827,3.827,105.66,5.53,103.52,439.02,3.29e+03,COM,74,,,,,1003177,C,,9.9,13.2,10.,5.,0.03,,,,,,"JPL 11",2456015.5,56015,2012-03-29.0,J2000,221.4,0.10,0.0002991,2455694.42,1.2e+06,3.44,1.34e+03,0.464,-0.628,3.5e-04,4.5e+00,3.4e-04,3.4e-03,1.7e-03,9.1e-03,2.9e-03,8.9e+00,9.1e-06,5.3e-02,3.7e+04,.44446,,,,
"     C/2012 F1 (Gibbs)",0.9657,2.551,159.40,129.97,300.43,146.22,642,COM,83,,,,,1003179,C,,13.8,16.4,10.,5.,0.03,,,,,,"JPL 8",2456008.5,56008,2012-03-22.0,J2000,74.39,0.05,0.001536,2455976.59,2.34e+05,1.63,633,0.84,-1.77,1.5e-03,3.3e+00,2.5e-04,8.1e-04,6.5e-03,5.6e-03,3.3e-03,6.5e+00,1.0e-04,2.1e-02,1.6e+04,.72409,,,,
"     P/2012 F2 (PANSTARRS)",0.5422,2.897,14.72,227.14,33.19,9.76,15.9,JFc,100,,,,,1003180,P,,12.0,,8.,,,,,,,,"JPL 25",2456292.5,56292,2012-12-31.0,J2000,6.329,353.81,0.0619,2456392.52,5.82e+03,1.9,738,1.01,2.62,1.7e-05,2.6e-04,1.4e-05,5.4e-05,1.6e-04,8.8e-04,6.2e-04,4.0e-04,3.8e-06,4.2e-03,3.6e-01,.60471,,,,
"     C/2012 F3 (PANSTARRS)",1.0016,3.457,11.35,164.62,104.02,,,HYP,1763,,,,,1003181,C,,8.1,10.6,7.5,5.,0.03,,,,,,"JPL 95",2456988.5,56988,2014-11-27.0,J2000,-2112,-0.00,1.015e-05,2457119.20,,2.47,960,0.232,2.26,1.4e-06,1.8e+00,5.4e-07,8.7e-06,4.1e-05,4.6e-05,1.7e-06,,1.3e-08,1.3e-04,,.7215,,,,
"     C/2012 F6 (Lemmon)",0.9985,0.731,82.61,332.72,304.99,973.55,1.08e+04,COM,3201,,,,,1003183,C,,5.6,11.1,14.75,5.,0.03,,,,,,"JPL 79",2456502.5,56502,2013-07-29.0,J2000,487.1,0.01,9.167e-05,2456376.01,3.93e+06,0.0724,28.2,0.905,0.147,3.3e-07,1.1e-01,1.8e-07,1.2e-05,1.9e-05,1.2e-05,3.8e-06,2.1e-01,3.0e-08,2.4e-05,1.3e+03,.45692,,,,
"     P/2012 G1 (PANSTARRS)",0.3299,2.795,12.17,283.40,265.75,5.55,8.52,JFc,22,,,,,1003185,P,,14.7,,10.,,,,,,,,"JPL 6",2456033.5,56033,2012-04-16.0,J2000,4.171,2.95,0.1157,2456008.01,3.11e+03,1.83,712,0.75,2.9,6.3e-05,5.1e-04,2.5e-04,6.5e-04,8.9e-03,9.5e-02,4.2e-02,6.8e-04,2.1e-05,3.6e-01,5.7e-01,.40889,,,,
"     C/2012 H2 (McNaught)",0.8936,1.717,92.84,184.14,295.90,30.56,64.8,HTC,40,,,,,1003187,C,,15.7,17.8,10.,5.,0.03,,,,,,"JPL 8",2456065.5,56065,2012-05-18.0,J2000,16.14,0.22,0.01521,2456051.23,2.37e+04,1.1,426,0.135,0.244,4.5e-04,6.8e-02,7.8e-05,5.5e-04,1.8e-03,2.3e-03,1.5e-03,1.3e-01,9.7e-05,6.0e-03,1.5e+02,.50208,,,,
